id,role_id,privilege_id,created_at
727ecbca-5df1-466a-9c07-1b9f5e81d3cb,78a683be-4a7d-4e56-98dc-ffb215acd935,83767d20-7160-4b45-a9cb-cc4b1abed845,2025-12-11 14:47:59.998241+00
f1e6b1c2-c451-4e97-b65f-4bb609828a1f,78a683be-4a7d-4e56-98dc-ffb215acd935,b59af4c9-2dd7-4c99-a4c2-f36fc45adab3,2025-12-11 14:47:59.998241+00
097a1786-0ba4-4847-bef6-214b12510e09,78a683be-4a7d-4e56-98dc-ffb215acd935,ec5abff5-e28a-488e-9fef-462a00b34848,2025-12-11 14:47:59.998241+00
42a529a2-9a60-46c1-a983-fdca49ff1299,78a683be-4a7d-4e56-98dc-ffb215acd935,f7309c36-7385-4d9f-9ff5-38bca469b30f,2025-12-11 14:47:59.998241+00
57688958-ff04-48fe-89ba-860160f1dcdd,78a683be-4a7d-4e56-98dc-ffb215acd935,ab3182c0-b92b-43e4-8258-bb2f33d178a1,2025-12-11 14:47:59.998241+00
b475ee26-0f49-44e3-b702-e8d8bcc0d22d,78a683be-4a7d-4e56-98dc-ffb215acd935,6ade095a-5dcb-4323-886e-0e1290798345,2025-12-11 14:47:59.998241+00
746c594c-f80a-4881-ac9a-f7700ac2ed83,78a683be-4a7d-4e56-98dc-ffb215acd935,66114c78-4c5e-450f-b61d-e3d7aa5be0f5,2025-12-11 14:47:59.998241+00
0624966e-23c3-42ae-a3f8-c8c9adcbadc5,78a683be-4a7d-4e56-98dc-ffb215acd935,c6db3d6c-51e2-4b8b-95da-570902157552,2025-12-11 14:47:59.998241+00
47945a69-e882-47cb-a709-2f08110cb73b,78a683be-4a7d-4e56-98dc-ffb215acd935,a5c0d14c-3e64-403f-8884-9be7814fcf89,2025-12-11 14:47:59.998241+00
0420ec40-9140-4924-8459-2f047bcb692a,78a683be-4a7d-4e56-98dc-ffb215acd935,33c161be-b6a2-4798-a873-a1658bad6ab5,2025-12-11 14:47:59.998241+00
51b2c729-b793-42f5-bf73-a7345af6ca43,78a683be-4a7d-4e56-98dc-ffb215acd935,b78d3ad9-a95c-494c-9c52-7732fe3b142c,2025-12-11 14:47:59.998241+00
